H;E;Q;speed_mm_min
67.0;E4;0.5;6.35795419617913
67.0;E4;0.6;6.35795419617913
68.0;E1;0.35;3.3238546603475507
68.0;E1;0.5;3.415841584158416
68.0;E1;0.6;3.528912694012415
68.0;E2;0.35;3.345357671394337
68.0;E2;0.5;3.9778694815169535
68.0;E2;0.6;4.302782373503139
69.0;E1;0.35;4.2647007168172735
69.0;E1;0.5;4.305543753538588
69.0;E1;0.6;4.332772444686132
69.0;E2;0.35;4.045419254658385
69.0;E2;0.5;5.237103623083264
69.0;E2;0.6;5.273741796578085
70.0;E1;0.35;3.589165535009456
70.0;E1;0.5;4.029731994059098
70.0;E1;0.6;4.23021582733813
70.0;E2;0.35;3.5259678086142765
70.0;E2;0.5;4.271553056076123
70.0;E2;0.6;4.45193310426622
70.0;E3;0.35;5.661703768311897
70.0;E3;0.5;5.925925925925926
70.0;E3;0.6;6.0
70.0;E4;0.35;5.650178136925563
70.0;E4;0.5;5.74209335597093
70.0;E4;0.6;5.780628408034645
71.0;E1;0.35;3.283462686567165
71.0;E1;0.5;3.451062250827099
71.0;E1;0.6;3.614457831325301
71.0;E2;0.35;3.647265135026733
71.0;E2;0.5;4.030373075632106
71.0;E2;0.6;4.291845234427138
71.0;E3;0.35;3.962535681795808
71.0;E3;0.5;4.644787440155444
71.0;E3;0.6;4.99012164161568
71.0;E4;0.35;4.613232086459391
71.0;E4;0.5;4.700170730729695
71.0;E4;0.6;4.787109375
71.0;E5;0.35;6.327194488761849
71.0;E5;0.5;6.327194488761849
71.0;E5;0.6;6.327194488761849
72.0;E1;0.35;3.585635853184036
72.0;E1;0.5;3.776223776223776
72.0;E1;0.6;3.8461538461538463
72.0;E2;0.35;3.605866232050566
72.0;E2;0.5;4.047812766983884
72.0;E2;0.6;4.31716561429005
72.0;E3;0.35;3.9207920792079207
72.0;E3;0.5;4.547985434560397
72.0;E3;0.6;4.995281235700523
73.0;E1;0.35;3.342700729927007
73.0;E1;0.5;3.5172413793103448
73.0;E1;0.6;3.942833385147334
73.0;E2;0.35;4.073471631361438
73.0;E2;0.5;4.359296063111604
73.0;E2;0.6;4.563284267108749
73.0;E3;0.35;5.818792866493619
73.0;E3;0.5;5.834073302695781
73.0;E3;0.6;5.844260260163889
73.0;E4;0.35;4.324208396970057
73.0;E4;0.5;4.455228108353211
73.0;E4;0.6;4.542574582608647
74.0;E1;0.35;3.6416184971098255
74.0;E1;0.5;3.772590361445783
74.0;E1;0.6;3.8794037940379402
74.0;E2;0.35;4.160977801722607
74.0;E2;0.5;4.536946042425002
74.0;E2;0.6;5.273151515151515
74.0;E3;0.35;3.999215145275376
74.0;E3;0.5;4.368777457848641
74.0;E3;0.6;4.504343397786108
74.0;E4;0.35;4.595584415584416
74.0;E4;0.5;4.595584415584416
74.0;E4;0.6;4.595584415584416
75.0;E1;0.35;3.624161073825504
75.0;E1;0.5;3.830508474576271
75.0;E1;0.6;3.9546354659577014
75.0;E2;0.35;3.613209402517661
75.0;E2;0.5;3.9780744169568
75.0;E2;0.6;4.324763263236515
75.0;E3;0.35;3.7877726966657668
75.0;E3;0.5;4.017668657928435
75.0;E3;0.6;4.282265484606485
75.0;E4;0.35;5.805716108065379
75.0;E4;0.5;5.911216191582421
75.0;E4;0.6;6.201977738828512
76.0;E1;0.35;3.628132941894024
76.0;E1;0.5;3.7455681830315415
76.0;E1;0.6;4.283143736632724
76.0;E2;0.35;3.799928012407271
76.0;E2;0.5;3.986390599119737
76.0;E2;0.6;4.261357580787431
76.0;E3;0.35;6.162061993990289
76.0;E3;0.5;6.162061993990289
76.0;E3;0.6;6.162061993990289
77.0;E1;0.35;3.8580339004570847
77.0;E1;0.5;3.8876015744032504
77.0;E1;0.6;3.9073133570340275
77.0;E2;0.35;4.044933826415731
77.0;E2;0.5;4.216216216216217
77.0;E2;0.6;4.216216216216217
77.0;E3;0.35;3.471357416256728
77.0;E3;0.5;3.471357416256728
77.0;E3;0.6;3.471357416256728
78.0;E1;0.35;4.525059499645487
78.0;E1;0.5;4.626167367165466
78.0;E1;0.6;4.727275234685444
78.0;E2;0.35;3.190888561936388
78.0;E2;0.5;3.301115241635688
78.0;E2;0.6;3.3388142186452745
78.0;E4;0.35;5.652273904378804
78.0;E4;0.5;5.659943861446439
78.0;E4;0.6;5.660356330419945
79.0;E1;0.35;3.172828284009826
79.0;E1;0.5;3.203883495145631
79.0;E1;0.6;3.203883495145631
79.0;E2;0.35;4.021695361257648
79.0;E2;0.5;4.021695361257648
79.0;E2;0.6;4.021695361257648
79.0;E4;0.35;6.092991302319138
79.0;E4;0.5;6.13356628999364
79.0;E4;0.6;6.135198929486142
80.0;E1;0.35;3.466392694063927
80.0;E1;0.5;3.6568292682926833
80.0;E1;0.6;4.027681655268379
80.0;E2;0.35;4.5473251028806585
80.0;E2;0.5;5.042161653518887
80.0;E2;0.6;5.14944168870014
80.0;E3;0.35;5.262093550527147
80.0;E3;0.5;5.629551850325148
80.0;E3;0.6;5.736423877732653
80.0;E4;0.35;5.808782205212611
80.0;E4;0.5;5.822960765249345
80.0;E4;0.6;5.938820842067247
80.0;E5;0.35;4.694891586345614
80.0;E5;0.5;4.7009544856453065
80.0;E5;0.6;4.704996418511768
81.0;E1;0.35;3.2107158933822038
81.0;E1;0.5;3.2404956960025446
81.0;E1;0.6;3.2898502813066153
81.0;E2;0.35;3.4304308505537087
81.0;E2;0.5;3.5581913524733824
81.0;E2;0.6;3.62935517952285
81.0;E3;0.35;3.2680144586463165
81.0;E3;0.5;3.3410271516031926
81.0;E3;0.6;3.383193047354681
82.0;E1;0.35;3.475811191812479
82.0;E1;0.5;3.666447591436218
82.0;E1;0.6;3.9270132467576286
82.0;E2;0.35;3.7008973338321174
82.0;E2;0.5;3.9382819847872033
82.0;E2;0.6;4.026587707276772
82.0;E3;0.35;5.05560681207279
82.0;E3;0.5;6.192317706847303
82.0;E3;0.6;6.198987570291648
82.0;E4;0.35;4.849952849421393
82.0;E4;0.5;5.163085581549604
82.0;E4;0.6;5.41354826759016
83.0;E1;0.35;3.141078811369509
83.0;E1;0.5;3.153488372093024
83.0;E1;0.6;3.35803896920176
83.0;E2;0.35;3.623790046583933
83.0;E2;0.5;4.124478728993564
83.0;E2;0.6;4.328199885106267
83.0;E3;0.35;6.401650429449553
83.0;E3;0.5;6.4217814056427915
83.0;E3;0.6;6.441912381836029
83.0;E4;0.35;5.143630185481496
83.0;E4;0.5;5.155064834276944
83.0;E4;0.6;5.212400738598349
84.0;E1;0.35;4.09957627118644
84.0;E1;0.5;4.09957627118644
84.0;E1;0.6;4.09957627118644
84.0;E2;0.35;3.419282085628902
84.0;E2;0.5;3.7533090030260174
84.0;E2;0.6;3.946227636627501
84.0;E3;0.35;5.56701030927835
84.0;E3;0.5;5.56701030927835
84.0;E3;0.6;5.56701030927835
84.0;E4;0.35;5.570496468858045
84.0;E4;0.5;5.578176468826262
84.0;E4;0.6;5.583296468805074
85.0;E1;0.35;3.4527725738381543
85.0;E1;0.5;3.577844903789993
85.0;E1;0.6;3.6612264570912183
85.0;E2;0.35;3.7561093302778104
85.0;E2;0.5;4.959530521371077
85.0;E2;0.6;5.228982143634616
85.0;E3;0.35;5.104687367999316
85.0;E3;0.5;5.2152541030646224
85.0;E3;0.6;5.41103661137182
85.0;E4;0.35;3.7480401189802204
85.0;E4;0.5;3.7523531685993
85.0;E4;0.6;3.75522853501202
86.0;E1;0.35;3.340199402542426
86.0;E1;0.5;3.5658720129988746
86.0;E1;0.6;3.791544623455323
86.0;E2;0.35;3.1692977091278705
86.0;E2;0.5;3.224968562316914
86.0;E2;0.6;3.4510453434822255
86.0;E3;0.35;5.870673709846723
86.0;E3;0.5;6.030299278996634
86.0;E3;0.6;6.136716325096574
87.0;E1;0.35;4.8119670512251504
87.0;E1;0.5;4.959660814228927
87.0;E1;0.6;5.060402684563758
87.0;E2;0.35;3.9371974082879175
87.0;E2;0.5;4.893585830624279
87.0;E2;0.6;4.984848825206375
88.0;E1;0.35;3.150424004834688
88.0;E1;0.5;3.219894500697764
88.0;E1;0.6;4.222705445067401
88.0;E2;0.35;3.958053945531466
88.0;E2;0.5;4.130962773595433
88.0;E2;0.6;4.430655790288325
88.0;E3;0.35;5.471396079623993
88.0;E3;0.5;5.707802070044495
88.0;E3;0.6;5.940176044123749
90.0;E1;0.35;3.4668979591836737
90.0;E1;0.5;3.6989055861028723
90.0;E1;0.6;3.834576883833549
90.0;E2;0.35;4.171364041203135
90.0;E2;0.5;4.604127290712299
90.0;E2;0.6;4.866933997774508
90.0;E3;0.35;6.3622974963181145
90.0;E3;0.5;6.3622974963181145
90.0;E3;0.6;6.3622974963181145
90.0;E4;0.35;4.439491972632627
90.0;E4;0.5;5.657333450446977
90.0;E4;0.6;5.877424981597144
90.0;E5;0.35;3.4148138771423624
90.0;E5;0.5;3.4148138771423624
90.0;E5;0.6;3.4148138771423624
92.0;E1;0.35;3.4848531511605114
92.0;E1;0.5;3.588
92.0;E1;0.6;3.618962744656457
92.0;E2;0.35;3.9708618275387466
92.0;E2;0.5;4.357941471379338
92.0;E2;0.6;4.664470074175104
92.0;E3;0.35;3.799634862901735
92.0;E3;0.5;4.062226859639806
92.0;E3;0.6;4.205843583611959
92.0;E4;0.35;3.1317864100607737
92.0;E4;0.5;3.1317864100607737
92.0;E4;0.6;3.1317864100607737
93.0;E1;0.35;3.460956336243794
93.0;E1;0.5;3.514434783757162
93.0;E1;0.6;5.038497690088945
93.0;E2;0.35;3.5302972485158133
93.0;E2;0.5;3.691566794882241
93.0;E2;0.6;3.8117124017338235
93.0;E3;0.35;3.251494401387517
93.0;E3;0.5;3.3409392831260734
93.0;E3;0.6;3.363431584062929
94.0;E1;0.35;4.054113636363636
94.0;E1;0.5;4.332911392405062
94.0;E1;0.6;4.354058823529411
94.0;E2;0.35;4.834031256679035
94.0;E2;0.5;5.490775514905172
94.0;E2;0.6;5.655659689297128
94.0;E3;0.35;3.939766294642857
94.0;E3;0.5;4.780569196428571
94.0;E3;0.6;5.341104464285714
95.0;E1;0.35;3.384140310236819
95.0;E1;0.5;3.5040501703353777
95.0;E1;0.6;3.7334144861571446
95.0;E2;0.35;3.613387116685391
95.0;E2;0.5;3.89494044156807
95.0;E2;0.6;4.075918858043083
95.0;E3;0.35;4.620606110136714
95.0;E3;0.5;4.8719676549865225
95.0;E3;0.6;4.8719676549865225
96.0;E1;0.35;3.2496099796181177
96.0;E1;0.5;3.2496099796181177
96.0;E1;0.6;3.2804668102851147
96.0;E2;0.35;3.908145267593968
96.0;E2;0.5;4.564659175260715
96.0;E2;0.6;5.0893659010931
96.0;E3;0.35;3.656716417910448
96.0;E3;0.5;3.656716417910448
96.0;E3;0.6;3.656716417910448
97.0;E1;0.35;4.123295454545453
97.0;E1;0.5;4.424999999999999
97.0;E1;0.6;4.424999999999999
97.0;E2;0.35;3.5592382913021097
97.0;E2;0.5;3.691216327781866
97.0;E2;0.6;3.8254816342932063
97.0;E3;0.35;6.2226849315068495
97.0;E3;0.5;6.2226849315068495
97.0;E3;0.6;6.2226849315068495
98.0;E2;0.35;3.941196624647459
98.0;E2;0.5;4.167876502546765
98.0;E2;0.6;4.413663487217771
98.0;E3;0.35;4.545760537393798
98.0;E3;0.5;4.545760537393798
98.0;E3;0.6;4.545760537393798
99.0;E1;0.35;3.7438376691096114
99.0;E1;0.5;3.7438376691096114
99.0;E1;0.6;3.7438376691096114
99.0;E2;0.35;5.3080228809217065
99.0;E2;0.5;5.329040129460331
99.0;E2;0.6;5.343051628486082
100.0;E1;0.35;4.166517857142857
100.0;E1;0.5;4.342881286982248
100.0;E1;0.6;4.484210526315789
100.0;E2;0.35;3.6902571428571433
100.0;E2;0.5;3.886390412480044
100.0;E2;0.6;4.2082246938775505
100.0;E3;0.35;5.703065650821013
100.0;E3;0.5;5.769818895939384
100.0;E3;0.6;5.885393254561168
100.0;E4;0.35;5.247058823529413
100.0;E4;0.5;5.788638655462185
100.0;E4;0.6;5.788638655462185
101.0;E2;0.35;5.163830516610203
101.0;E2;0.5;5.163830516610203
101.0;E2;0.6;5.163830516610203
101.0;E3;0.35;3.7903594319770457
101.0;E3;0.5;3.7903594319770457
101.0;E3;0.6;3.7903594319770457
102.0;E1;0.35;3.791512915129151
102.0;E1;0.5;3.8519473040444696
102.0;E1;0.6;3.912381692959788
102.0;E2;0.35;3.4935477782318087
102.0;E2;0.5;4.2871590720045
102.0;E2;0.6;4.57477054671311
102.0;E3;0.35;4.453575442790504
102.0;E3;0.5;4.795119392379117
102.0;E3;0.6;4.820352135168223
103.0;E1;0.35;3.4468085106382977
103.0;E1;0.5;3.481375358166189
103.0;E1;0.6;3.5926935581550152
103.0;E2;0.35;4.768533305774988
103.0;E2;0.5;4.950854084003415
103.0;E2;0.6;5.078246323212337
103.0;E3;0.35;4.533582089552239
103.0;E3;0.5;5.009439252336448
103.0;E3;0.6;5.5
103.0;E4;0.35;3.1090654229105903
103.0;E4;0.5;3.110655737704918
103.0;E4;0.6;3.110655737704918
104.0;E2;0.35;3.9188782410783407
104.0;E2;0.5;4.305772230889236
104.0;E2;0.6;4.819631603475711
104.0;E3;0.35;5.351966616658671
104.0;E3;0.5;5.915492957746479
104.0;E3;0.6;5.915492957746479
104.0;E4;0.35;6.09271523178808
104.0;E4;0.5;6.09271523178808
104.0;E4;0.6;6.09271523178808
105.0;E1;0.35;3.2050297793999842
105.0;E1;0.5;3.2864972542075983
105.0;E1;0.6;3.3552631578947367
105.0;E2;0.35;3.396068767908309
105.0;E2;0.5;4.467679994696673
105.0;E2;0.6;4.578428199995071
105.0;E3;0.35;4.923159958319429
105.0;E3;0.5;5.043523404255319
105.0;E3;0.6;5.113390395136777
106.0;E1;0.35;3.6372922642765797
106.0;E1;0.5;3.9113558646030335
106.0;E1;0.6;3.9113558646030335
106.0;E2;0.35;5.431632506447313
106.0;E2;0.5;5.690227129467271
106.0;E2;0.6;6.0
106.0;E3;0.35;5.001251564455569
106.0;E3;0.5;5.294117647058823
106.0;E3;0.6;5.7039848197343455
107.0;E1;0.35;4.021678514654743
107.0;E1;0.5;5.115012419274714
107.0;E1;0.6;5.84390168902136
107.0;E2;0.35;4.82159201060348
107.0;E2;0.5;5.571611822739005
107.0;E2;0.6;5.582194799611529
107.0;E3;0.35;5.048543689320389
107.0;E3;0.5;5.421482668168406
107.0;E3;0.6;5.460708044960114
108.0;E2;0.35;4.109887603506573
108.0;E2;0.5;5.3133613332056
108.0;E2;0.6;5.462775798242658
108.0;E4;0.35;3.87134468799249
108.0;E4;0.5;3.87134468799249
108.0;E4;0.6;3.87134468799249
109.0;E2;0.35;3.972610587763751
109.0;E2;0.5;4.014264795089572
109.0;E2;0.6;4.042034266640118
109.0;E3;0.35;4.1536574018660595
109.0;E3;0.5;4.284682485258028
109.0;E3;0.6;4.372032540852673
110.0;E1;0.35;3.969670898188134
110.0;E1;0.5;4.267941986372521
110.0;E1;0.6;4.4878534306793885
110.0;E2;0.35;3.4419404000563896
110.0;E2;0.5;3.5862380422837776
110.0;E2;0.6;3.744490908705627
110.0;E3;0.35;4.672643769975126
110.0;E3;0.5;5.224414299306947
110.0;E3;0.6;5.921824104234528
110.0;E4;0.35;3.87737459214275
110.0;E4;0.5;4.102912948056254
110.0;E4;0.6;4.256712139446012
111.0;E1;0.35;3.7305851960786436
111.0;E1;0.5;4.575146895052693
111.0;E1;0.6;5.138188027702059
111.0;E2;0.35;4.092077150255485
111.0;E2;0.5;4.411671614937978
111.0;E2;0.6;4.583704407625005
111.0;E3;0.35;3.771733522433281
111.0;E3;0.5;4.958816897011637
111.0;E3;0.6;5.750205813397207
112.0;E1;0.35;3.3170407994011395
112.0;E1;0.5;3.7764067438666995
112.0;E1;0.6;4.082650706843739
112.0;E2;0.35;3.4280965816777544
112.0;E2;0.5;3.4493985577733994
112.0;E2;0.6;3.773070791285861
112.0;E3;0.35;4.687419412202029
112.0;E3;0.5;4.791261858087411
112.0;E3;0.6;4.889272244855799
112.0;E4;0.35;3.6863551668416337
112.0;E4;0.5;3.686355166841634
112.0;E4;0.6;3.6883491385343143
113.0;E1;0.35;4.164638578956879
113.0;E1;0.5;4.164638578956879
113.0;E1;0.6;4.164638578956879
113.0;E2;0.35;5.9897771678273
113.0;E2;0.5;6.092586520214029
113.0;E2;0.6;6.161126088471848
113.0;E3;0.35;3.8437282647404363
113.0;E3;0.5;5.039586222483344
113.0;E3;0.6;5.836824860978615
114.0;E2;0.35;3.254566088725153
114.0;E2;0.5;3.5122351472681745
114.0;E2;0.6;4.099833422856767
114.0;E3;0.35;5.69620253164557
114.0;E3;0.5;5.69620253164557
114.0;E3;0.6;5.69620253164557
114.5;E2;0.35;4.28536354932301
114.5;E2;0.5;4.28536354932301
114.5;E2;0.6;4.28536354932301
114.5;E3;0.35;5.123639734362897
114.5;E3;0.5;5.123639734362897
114.5;E3;0.6;5.123639734362897
115.0;E1;0.35;3.456442451559289
115.0;E1;0.5;3.6408668730650153
115.0;E1;0.6;4.05576531904158
115.0;E2;0.35;3.90572576340375
115.0;E2;0.5;4.1339653616867675
115.0;E2;0.6;4.56985405239589
115.0;E3;0.35;3.7903790925862846
115.0;E3;0.5;4.398711539544577
115.0;E3;0.6;4.953442913611645
115.0;E4;0.35;3.7006933089591665
115.0;E4;0.5;3.7779520964739355
115.0;E4;0.6;3.960215037935392
116.0;E1;0.35;3.9130752314720896
116.0;E1;0.5;4.064171122994653
116.0;E1;0.6;4.064171122994653
116.0;E2;0.35;3.858969263159628
116.0;E2;0.5;4.160826129006274
116.0;E2;0.6;4.362064039570704
116.0;E3;0.35;5.967670193782269
116.0;E3;0.5;5.967670193782269
116.0;E3;0.6;5.967670193782269
117.0;E2;0.35;3.375395248847926
117.0;E2;0.5;4.501737142857142
117.0;E2;0.6;5.14395726547137
118.0;E1;0.35;3.630583577082536
118.0;E1;0.5;3.937984629242533
118.0;E1;0.6;4.21888762082757
118.0;E2;0.35;4.139088118957558
118.0;E2;0.5;4.346368275573645
118.0;E2;0.6;4.8811897202399885
118.0;E3;0.35;3.595719555174684
118.0;E3;0.5;3.6951447974935356
118.0;E3;0.6;3.76142829237277
118.0;E4;0.35;4.043091624186211
118.0;E4;0.5;4.0486520387072
118.0;E4;0.6;4.0486520387072
119.0;E3;0.35;6.213777112449733
119.0;E3;0.5;6.213777112449733
119.0;E3;0.6;6.213777112449733
120.0;E1;0.35;3.3527345377079003
120.0;E1;0.5;3.78579269784212
120.0;E1;0.6;3.826969210174884
120.0;E2;0.35;3.6076775960757135
120.0;E2;0.5;4.103914906521325
120.0;E2;0.6;4.403870515992766
120.0;E3;0.35;4.016806722689076
120.0;E3;0.5;4.192139737991266
120.0;E3;0.6;4.557831325301204
120.0;E4;0.35;3.7321681339498114
120.0;E4;0.5;3.743235746487864
120.0;E4;0.6;3.82646631379665
121.0;E1;0.35;3.769396551724138
121.0;E1;0.5;3.769396551724138
121.0;E1;0.6;3.769396551724138
121.0;E3;0.35;4.102877693809943
121.0;E3;0.5;4.102877693809943
121.0;E3;0.6;4.102877693809943
122.0;E2;0.35;3.3829519960835337
122.0;E2;0.5;3.710110934141767
122.0;E2;0.6;3.7882674492508746
122.0;E3;0.35;5.700526653557632
122.0;E3;0.5;6.36285533596838
122.0;E3;0.6;6.3850958983853925
122.0;E4;0.35;5.933218067870691
122.0;E4;0.5;5.933218067870691
122.0;E4;0.6;5.933218067870691
123.0;E1;0.35;3.877481228475192
123.0;E1;0.5;3.877481228475192
123.0;E1;0.6;3.877481228475192
123.0;E2;0.35;3.671746706200284
123.0;E2;0.5;3.671746706200284
123.0;E2;0.6;3.769118994541507
123.0;E3;0.35;3.410173637642832
123.0;E3;0.5;3.523526376865335
123.0;E3;0.6;3.5990948696803367
123.0;E4;0.35;4.61409659223307
123.0;E4;0.5;4.61409659223307
123.0;E4;0.6;4.61409659223307
124.0;E1;0.35;3.4855780559555427
124.0;E1;0.5;3.4855780559555427
124.0;E1;0.6;3.4855780559555427
124.0;E2;0.35;4.284342338099531
124.0;E2;0.5;4.390458664243531
124.0;E2;0.6;4.390458664243531
124.0;E3;0.35;5.884579264208608
124.0;E3;0.5;6.0520041789741335
124.0;E3;0.6;6.163620788817816
125.0;E1;0.35;4.243177671518084
125.0;E1;0.5;4.341801711125278
125.0;E1;0.6;4.358739819231099
125.0;E2;0.35;3.3887578309888937
125.0;E2;0.5;4.118751550173995
125.0;E2;0.6;4.681547492609087
125.0;E3;0.35;3.882694588480649
125.0;E3;0.5;3.924398661800878
125.0;E3;0.6;3.9453224174948813
125.0;E4;0.35;3.623212669330673
125.0;E4;0.5;5.606292820054367
125.0;E4;0.6;5.685293059015288
126.0;E1;0.35;6.208142732670214
126.0;E1;0.5;6.208142732670214
126.0;E1;0.6;6.208142732670214
126.0;E2;0.35;4.619706478939927
126.0;E2;0.5;4.627998540348008
126.0;E2;0.6;4.656260715047251
126.0;E3;0.35;3.4106017890511797
126.0;E3;0.5;3.7856353596661885
126.0;E3;0.6;4.0132839091285755
127.0;E2;0.35;4.250379436964504
127.0;E2;0.5;4.250379436964504
127.0;E2;0.6;4.250379436964504
128.0;E2;0.35;3.405384400435679
128.0;E2;0.5;3.422572963268545
128.0;E2;0.6;3.4281001131041764
128.0;E3;0.35;3.227454345927336
128.0;E3;0.5;3.230005837751107
128.0;E3;0.6;3.2317068323002873
128.0;E4;0.35;4.9358870308224
128.0;E4;0.5;4.9358870308224
128.0;E4;0.6;4.9358870308224
130.0;E1;0.35;3.5188690225189645
130.0;E1;0.5;3.5188690225189645
130.0;E1;0.6;3.5188690225189645
130.0;E2;0.35;3.6065846249145057
130.0;E2;0.5;3.67256613903994
130.0;E2;0.6;3.806438537789877
130.0;E3;0.35;5.089763465082665
130.0;E3;0.5;5.2318440684620695
130.0;E3;0.6;5.249609243567204
130.0;E4;0.35;3.6803107769227337
130.0;E4;0.5;3.719492403284432
130.0;E4;0.6;3.7274330725229787
132.0;E2;0.35;4.197447734352502
132.0;E2;0.5;4.197447734352502
132.0;E2;0.6;4.197447734352502
132.0;E4;0.35;3.6407022765908628
132.0;E4;0.5;4.066094406686291
132.0;E4;0.6;4.349689160083244
133.0;E2;0.35;3.5564627572513645
133.0;E2;0.5;3.5926595604226845
133.0;E2;0.6;3.616790762536898
133.0;E3;0.35;4.177485660439707
133.0;E3;0.5;4.801784319100044
133.0;E3;0.6;5.364629630658502
135.0;E1;0.35;3.1023228838921444
135.0;E1;0.5;3.1023228838921444
135.0;E1;0.6;3.1023228838921444
135.0;E2;0.35;3.4800950922994582
135.0;E2;0.5;3.6018206490870632
135.0;E2;0.6;3.6311882791375325
135.0;E3;0.35;3.289854053103569
135.0;E3;0.5;4.63407772111834
135.0;E3;0.6;5.530226833128187
136.0;E1;0.35;4.149260099501557
136.0;E1;0.5;4.212419234803162
136.0;E1;0.6;4.233466666666667
136.0;E2;0.35;3.327915540700371
136.0;E2;0.5;3.4584268296895555
136.0;E2;0.6;3.4619044292104437
136.0;E3;0.35;5.409038037230314
136.0;E3;0.5;5.994445310726563
136.0;E3;0.6;5.998389547521697
137.0;E3;0.35;5.935949061775071
137.0;E3;0.5;5.935949061775071
137.0;E3;0.6;5.935949061775071
138.0;E1;0.35;5.838496756479641
138.0;E1;0.5;6.087750201080081
138.0;E1;0.6;6.087750201080081
138.0;E3;0.35;3.870224404702421
138.0;E3;0.5;3.898176030222474
138.0;E3;0.6;3.916810447235843
140.0;E1;0.35;3.0930989606868504
140.0;E1;0.5;3.4122781309471577
140.0;E1;0.6;3.731457301207465
140.0;E2;0.35;4.050193479160694
140.0;E2;0.5;4.363782589359087
140.0;E2;0.6;5.752161222617191
140.0;E3;0.35;4.377224199288256
140.0;E3;0.5;4.979757085020243
140.0;E3;0.6;4.979757085020243
142.0;E1;0.35;5.448898260886167
142.0;E1;0.5;5.737926764739772
142.0;E1;0.6;5.737926764739772
142.0;E2;0.35;3.831026811050253
142.0;E2;0.5;4.219355019988168
142.0;E2;0.6;4.252039821629953
142.0;E3;0.35;5.735517400350627
142.0;E3;0.5;5.796250873815624
142.0;E3;0.6;5.796250873815624
143.0;E1;0.35;4.739961839060661
143.0;E1;0.5;4.803007838464776
143.0;E1;0.6;4.803007838464776
143.0;E2;0.35;4.71442076595087
143.0;E2;0.5;5.676503816641182
143.0;E2;0.6;5.697444255153772
143.0;E3;0.35;5.80323042259406
143.0;E3;0.5;5.984961253727246
143.0;E3;0.6;6.006964787748301
144.0;E2;0.35;4.497423580040459
144.0;E2;0.5;4.777074047707424
144.0;E2;0.6;4.963507692818734
144.0;E3;0.35;6.183741016360974
144.0;E3;0.5;6.183741016360974
144.0;E3;0.6;6.183741016360974
145.0;E1;0.35;3.7389363898195493
145.0;E1;0.5;4.537212954799271
145.0;E1;0.6;5.069397331452419
145.0;E2;0.35;3.454283185840708
145.0;E2;0.5;3.481404063874715
145.0;E2;0.6;3.678689285237117
145.0;E3;0.35;6.114754483082317
145.0;E3;0.5;6.126313881841247
145.0;E3;0.6;6.135084427767355
146.0;E2;0.35;3.5198015982324957
146.0;E2;0.5;3.5198015982324957
146.0;E2;0.6;3.5198015982324957
146.0;E3;0.35;5.890134146341463
146.0;E3;0.5;5.890134146341463
146.0;E3;0.6;5.890134146341463
147.0;E4;0.35;4.132043258408957
147.0;E4;0.5;4.132043258408957
147.0;E4;0.6;4.132043258408957
150.0;E1;0.35;3.4492833050461034
150.0;E1;0.5;4.166794318066673
150.0;E1;0.6;4.64513499341372
150.0;E2;0.35;3.25869232807912
150.0;E2;0.5;3.532049343906427
150.0;E2;0.6;4.228272841600313
150.0;E3;0.35;5.713389405309068
150.0;E3;0.5;5.879631440923959
150.0;E3;0.6;5.882187559580332
150.0;E4;0.35;4.273784505387472
150.0;E4;0.5;4.374410444062828
150.0;E4;0.6;4.376006893706288
152.0;E3;0.35;5.364384454925083
152.0;E3;0.5;5.467931187633017
152.0;E3;0.6;5.474166000845825
154.0;E1;0.35;3.369738027151553
154.0;E1;0.5;3.398455195809825
154.0;E1;0.6;3.437528107694011
154.0;E2;0.35;3.8766712609202902
154.0;E2;0.5;4.012560222903719
154.0;E2;0.6;4.091947788510014
154.0;E4;0.35;3.5393835117163603
154.0;E4;0.5;3.5393835117163603
154.0;E4;0.6;3.5393835117163603
155.0;E2;0.35;3.2426387279779885
155.0;E2;0.5;3.2794077000710735
155.0;E2;0.6;3.2815384770757885
155.0;E3;0.35;5.729729729729731
155.0;E3;0.5;5.870660239874095
155.0;E3;0.6;6.011590750018459
160.0;E2;0.35;3.346842200980647
160.0;E2;0.5;3.4316441801656
160.0;E2;0.6;3.5016147361629795
160.0;E3;0.35;5.521895141649747
160.0;E3;0.5;5.597032596088766
160.0;E3;0.6;5.598132983619342
160.0;E4;0.35;3.8764126213839374
160.0;E4;0.5;3.8764126213839374
160.0;E4;0.6;3.8764126213839374
165.0;E3;0.35;5.463312
165.0;E3;0.5;5.463312
165.0;E3;0.6;5.463312
166.0;E3;0.35;5.368144846796658
166.0;E3;0.5;5.368144846796658
166.0;E3;0.6;5.368144846796658
168.0;E2;0.35;4.4006124045858135
168.0;E2;0.5;4.924927510067594
168.0;E2;0.6;5.274470913722113
168.0;E3;0.35;5.200961924599734
168.0;E3;0.5;5.211484304994617
168.0;E3;0.6;5.214288380360949
170.0;E2;0.35;3.2169863893580164
170.0;E2;0.5;3.266814638741761
170.0;E2;0.6;3.441840839722379
170.0;E3;0.35;3.9470620035914776
170.0;E3;0.5;5.009896651843508
170.0;E3;0.6;5.144288143368363
170.0;E4;0.35;3.324094290309832
170.0;E4;0.5;3.384679240923012
170.0;E4;0.6;3.384679240923012
175.0;E1;0.35;3.36692264081723
175.0;E1;0.5;4.227075314729689
175.0;E1;0.6;4.800510430671328
